,S62343,S62284,S62566,S62500,S62583,S62421,S62554,S62434,S62338,S62393,S62549,S62355,S62398,S62542,S62524,S62543,S62272,S62254,S62561,S62535,S62488,S62571,S62501,S62511,S62487,S62591,S62260,S62553,S62379,S62333,S62319,S62439,S62321,S62368,S62507,S62555,S62482,S62536,S62477,S62279,S62278,S62326,S62475,S62320,S62573,S62572,S62375,S62392,S62356,S62416,S62512,S62548,S62596,S62506,S62441,S62590,S62523,S62537,S62271,S62345,S62565,S62374,S62415,S62517,S62595,S62440,S62349,S62283,S62380,S62481,S62585,S62547,S62285,S62337,S62259,S62381,S62560,S62584,S62525,S62435,S62351,S62476,S62429,S62277,S62541,S62505,S62422,S62325,S62397,S62399,S62332,S62513,S62261,S62518,S62350,S62273,S62567,S62253,S62373,S62339
S62595,0.697507556,0.545962076,0.316588549,0.764379308,0.855916667,0.717538747,0.78468826,0.890273879,-0.019728531,0.681534436,0.498766474,0.673903273,0.573854753,0.840200092,0.793618897,0.780828765,0.668467094,0.726896288,0.763422419,0.590743636,0.793592058,0.686753103,0.681894869,0.86555376,0.594650075,-0.122519646,0.81009042,0.304859314,0.677621603,0.86093261,0.355755607,0.753873703,0.882757426,0.800933163,0.717933831,0.83212786,0.279171331,0.85926049,0.533951029,0.885376581,0.911166995,0.610900833,0.837708625,0.716983642,0.748765043,0.655152027,0.487968283,0.36059001,0.140977657,0.275120888,0.888615022,0.765497725,0.922735149,0.507112265,0.753591918,0.672779787,0.841515429,0.513618138,0.813410002,0.508137949,-0.135816173,0.698204016,0.185093879,0.638039537,1,0.703201573,0.862687681,-0.018720298,0.68581172,0.571607142,0.667433796,0.704710109,0.635503337,0.25609683,0.840266209,0.699443356,0.700037631,0.881482974,0.665276006,0.871812892,-0.101826088,0.752986037,0.812571832,0.91224711,0.639116831,0.813004543,0.455171426,0.59125662,0.787569498,0.662671892,0.881384651,0.845894466,0.782187706,0.379435176,0.890965304,0.626975212,0.672498319,0.851735571,0.698925734,0.298311928
S62440,0.89289658,0.601843616,0.586005357,0.650080064,0.771596713,0.845177577,0.84801457,0.834038929,0.111381119,0.562711405,0.707177849,0.713847522,0.812254724,0.79745848,0.784078578,0.870660998,0.779790462,0.868454978,0.809098221,0.802388441,0.593957404,0.844052628,0.718805287,0.663374299,0.680282687,0.177046202,0.853727345,0.591822984,0.543838621,0.803578744,0.421785385,0.920769141,0.683370362,0.863049354,0.748331538,0.870011723,0.656109386,0.813271351,0.736440806,0.607433524,0.608515138,0.752040101,0.816139508,0.777431178,0.801534329,0.781886072,0.470889178,0.542219574,0.329418578,0.519714155,0.698830937,0.575441813,0.678152697,0.605340914,0.656376306,0.497933838,0.880845172,0.329216041,0.865780128,0.652584598,0.262854421,0.623067481,0.341539028,0.7896974,0.703201573,1,0.798873758,0.1535822,0.692021482,0.756990115,0.820800221,0.804376759,0.64258949,0.215972379,0.857882614,0.706771708,0.551422854,0.784770682,0.782328627,0.794999483,0.011628407,0.83643836,0.828408397,0.798050822,0.833424923,0.762125852,0.448027732,0.775373917,0.865559915,0.867565294,0.842007363,0.683274726,0.771879905,0.367046409,0.798127379,0.816820973,0.786771907,0.89556748,0.788678535,0.255988483
S62349,0.826404691,0.690255092,0.376798101,0.779310804,0.944512305,0.851832257,0.79647152,0.952037447,0.120697433,0.744321565,0.486624931,0.705608812,0.716145438,0.928671752,0.886841308,0.813304489,0.691674845,0.861664088,0.888229739,0.750418714,0.867579041,0.82457919,0.848390423,0.900548576,0.817933419,0.09106008,0.875706342,0.438698237,0.746825966,0.834371443,0.540151044,0.818104424,0.905792887,0.826472359,0.877076788,0.839754711,0.457021252,0.830184819,0.746991742,0.785000751,0.852891825,0.812477124,0.942179548,0.877003737,0.890646697,0.798320904,0.604980354,0.530847871,0.332991768,0.366549538,0.920079519,0.696080157,0.856778969,0.702732794,0.786316721,0.771134185,0.889383056,0.555510074,0.897884162,0.634101724,-0.03004513,0.693844331,0.218047003,0.718534347,0.862687681,0.798873758,1,0.192777368,0.776555212,0.712948523,0.772732425,0.758352336,0.803387053,0.450927667,0.847888574,0.780840854,0.717421302,0.835886269,0.783986563,0.837307628,0.056884036,0.860269841,0.899368027,0.919709676,0.787276546,0.941464629,0.507241826,0.695613811,0.870586199,0.775634027,0.913563871,0.90415754,0.933554058,0.544188268,0.885603709,0.826408229,0.839500465,0.891041205,0.788906121,0.462287398
S62283,0.237009526,0.48966669,0.018960161,0.107058103,0.15706207,0.171953992,0.032194998,0.094021797,0.608296531,0.090811192,-0.045024239,0.075975489,0.307925242,0.179912016,0.169875094,0.058950024,0.051475711,0.288641617,0.131088885,0.397557194,0.045660197,0.18686363,0.307546442,0.020494468,0.40062812,0.438564324,0.212629694,0.564571346,0.284299018,0.045747533,0.281075304,0.150219942,0.066442043,0.042391223,0.30305723,0.011344741,0.324581632,0.068733939,0.417710668,-0.133779577,-0.066662347,0.412234625,0.226577706,0.324578016,0.224609945,0.302188787,0.226669963,0.309181199,0.387076411,0.366376795,0.042495945,-0.101578645,-0.081900806,0.37937271,0.253063762,0.169162957,0.130142443,0.041853016,0.15548681,0.294474661,0.039832435,-0.163194497,0.062867057,0.307444022,-0.018720298,0.1535822,0.192777368,1,0.179260536,0.343114056,0.186052584,0.041319139,0.414606689,0.61039038,0.091860284,0.139432259,-0.03970832,-0.092265742,0.411007379,-0.075829065,0.527764369,0.243369338,0.138048888,0.077817405,0.332399791,0.193488607,0.006011824,0.338276103,0.181524663,0.235636185,0.085856483,0.070913127,0.210601844,0.626667428,-0.041098193,0.346770476,0.206529277,0.127183949,0.224030333,0.634333566
S62380,0.73284974,0.562509055,0.610129147,0.597045634,0.764209293,0.681539338,0.742608052,0.776793644,0.007430001,0.522191239,0.565810309,0.661742632,0.742655246,0.788609196,0.718528257,0.724089606,0.803698559,0.752753545,0.703993775,0.750604254,0.654695164,0.683317393,0.771970646,0.70274072,0.725272064,0.219431025,0.842698201,0.504619283,0.667932543,0.761325153,0.448285129,0.742947844,0.711135731,0.770022297,0.768631594,0.767260171,0.608098012,0.731112085,0.761705828,0.64785369,0.680539045,0.671446946,0.817880255,0.809265682,0.777255022,0.723460675,0.50662158,0.574626136,0.215321879,0.451406542,0.705654989,0.632943641,0.708956771,0.683163767,0.680931222,0.580495878,0.818310342,0.546080806,0.854296084,0.675024855,0.218696225,0.583405355,0.296203681,0.580008249,0.68581172,0.692021482,0.776555212,0.179260536,1,0.780061464,0.830152928,0.673530631,0.65327122,0.373115507,0.80860628,0.678244119,0.433224204,0.722634225,0.726598713,0.698902645,-0.018242377,0.823407091,0.761505211,0.767574544,0.753025122,0.746904388,0.322999232,0.56393473,0.804443853,0.743723214,0.804420209,0.705887412,0.758780239,0.421826592,0.681661018,0.829464055,0.719676749,0.785646883,0.757617752,0.32679888
S62481,0.863572511,0.752745685,0.650118816,0.565886152,0.698750218,0.699064503,0.809739695,0.695763003,0.281100452,0.481004497,0.460012079,0.577476692,0.824402002,0.787223053,0.725442119,0.808669824,0.840666478,0.785882355,0.604636957,0.884420107,0.518036488,0.784128559,0.848600758,0.575861631,0.827186926,0.349177392,0.859198652,0.792373658,0.625312565,0.701197162,0.327698466,0.794428614,0.610256799,0.775594881,0.848762441,0.78981305,0.643041548,0.699323025,0.920897038,0.43251061,0.490235951,0.800233367,0.825006694,0.841332311,0.824943319,0.786665573,0.67796453,0.754096021,0.266381937,0.672183112,0.586077216,0.362310818,0.520257488,0.845168439,0.687852032,0.580309745,0.824662481,0.291069728,0.860441662,0.79543313,0.172123031,0.475724548,0.322015065,0.749249647,0.571607142,0.756990115,0.712948523,0.343114056,0.780061464,1,0.817479759,0.57557274,0.760450821,0.539268533,0.79857194,0.668407878,0.239358696,0.626279963,0.801756808,0.58600471,0.073023604,0.894218457,0.743545103,0.716411089,0.870611176,0.736151436,0.205684986,0.790977639,0.850440727,0.833692066,0.788719196,0.614819544,0.635066162,0.643420265,0.620463715,0.905939281,0.792713542,0.794597761,0.852560114,0.533278814
S62585,0.852996254,0.516424749,0.778867595,0.632308387,0.777673308,0.725806074,0.808935755,0.782591229,0.02849618,0.459791765,0.752063575,0.619133117,0.919400159,0.761422337,0.695050402,0.827433635,0.804719284,0.816310718,0.691108845,0.773180412,0.531339187,0.772781132,0.70666211,0.611099856,0.695826249,0.209856228,0.870177077,0.662086368,0.532608899,0.811382053,0.411040263,0.822876856,0.62766741,0.868889016,0.751980746,0.824439673,0.794580641,0.740158672,0.828883082,0.577161699,0.574579456,0.671179651,0.809601089,0.749067121,0.775981206,0.800442217,0.465302758,0.496996459,0.279448275,0.573990497,0.642329304,0.571614756,0.662558492,0.673773308,0.638671677,0.427058661,0.848837856,0.481166614,0.892671258,0.75240853,0.399062368,0.519405034,0.250522065,0.69372436,0.667433796,0.820800221,0.772732425,0.186052584,0.830152928,0.817479759,1,0.78077641,0.620436099,0.237631358,0.861397232,0.67549096,0.421691515,0.748356764,0.784480781,0.693064127,-0.01720922,0.864185587,0.820863295,0.773679259,0.885228635,0.717828673,0.287493503,0.672989456,0.881841948,0.909913731,0.810296516,0.652440731,0.754902794,0.366494728,0.71366917,0.878508889,0.718907484,0.84494859,0.852323332,0.248940574
S62547,0.763530308,0.359539233,0.464832815,0.730628602,0.819015286,0.786227021,0.744052059,0.824569359,-0.002588256,0.685260557,0.730489113,0.786797855,0.678544055,0.702275713,0.698706676,0.744634848,0.734991861,0.721823257,0.801164328,0.528939645,0.676845269,0.799564303,0.592649739,0.739980737,0.564351564,0.073542888,0.696615186,0.354401869,0.412633667,0.813842961,0.55275095,0.744484944,0.683748112,0.86202633,0.638824117,0.815354305,0.544453971,0.752285467,0.619883808,0.656091345,0.665864326,0.533250753,0.736001175,0.610164992,0.708355126,0.70102294,0.442356199,0.286362247,0.439984622,0.345499284,0.76080898,0.744394383,0.737396089,0.428574059,0.444879403,0.404631881,0.76924406,0.448751596,0.80108697,0.517923294,0.347447443,0.6722168,0.463417611,0.578562974,0.704710109,0.804376759,0.758352336,0.041319139,0.673530631,0.57557274,0.78077641,1,0.41305326,0.115611086,0.760640008,0.746473979,0.733259039,0.835668385,0.581733869,0.823670508,0.095849797,0.763975296,0.831394629,0.754573567,0.66648702,0.742073658,0.645790221,0.534535244,0.742918443,0.692818235,0.747121552,0.742790576,0.810405828,0.147615769,0.802250048,0.726437839,0.742974864,0.776573517,0.687648255,0.199261588
S62285,0.718765646,0.871654572,0.30351301,0.592767963,0.727560278,0.69301503,0.661661626,0.71959106,0.348494858,0.536233433,0.200753831,0.477996376,0.654973407,0.835060994,0.732483364,0.676731677,0.56816047,0.778465613,0.644127013,0.785163412,0.663446958,0.674074318,0.860858504,0.673966692,0.84235394,0.219613928,0.776250034,0.572330806,0.763164732,0.59502414,0.393608603,0.71161531,0.739375706,0.603368922,0.828044516,0.651171392,0.423022204,0.635200345,0.755595324,0.558263996,0.631550407,0.83032599,0.813002621,0.870197901,0.797705221,0.712763603,0.624407066,0.660879416,0.234893672,0.445813273,0.69101877,0.35880848,0.614875019,0.798916073,0.832383412,0.820137002,0.740913066,0.358406725,0.753088567,0.674751943,-0.140162661,0.448962803,0.105657514,0.690486302,0.635503337,0.64258949,0.803387053,0.414606689,0.65327122,0.760450821,0.620436099,0.41305326,1,0.625815222,0.698662398,0.626111199,0.384705903,0.568138875,0.754290689,0.569442802,0.165183817,0.728242152,0.701833095,0.752802149,0.746643861,0.790087269,0.252493086,0.716242911,0.773842126,0.700592732,0.767351596,0.676724114,0.684543979,0.723728802,0.612339584,0.766751354,0.711624874,0.733739439,0.694133192,0.612236538
S62337,0.370362962,0.644242736,-0.022583402,0.290457118,0.399234636,0.316102522,0.26509788,0.329355328,0.578816631,0.347971614,-0.156519993,0.246093859,0.261760606,0.467027377,0.484827834,0.252162055,0.294061178,0.363951406,0.307941087,0.492973962,0.412871292,0.34948718,0.6409771,0.378852937,0.69739628,0.428668928,0.418107445,0.492081066,0.523964248,0.233434566,0.355770868,0.268183581,0.376827165,0.232035823,0.60525566,0.24893821,0.144854802,0.271180645,0.560804012,0.140536151,0.268201346,0.633459065,0.52646401,0.573902612,0.47241825,0.380153616,0.578801541,0.513619004,0.301976795,0.23653577,0.376840552,0.098860664,0.193286554,0.634615431,0.472484563,0.576430817,0.344432399,0.258564423,0.36010089,0.388904991,-0.249558341,0.122341257,0.084529133,0.384232087,0.25609683,0.215972379,0.450927667,0.61039038,0.373115507,0.539268533,0.237631358,0.115611086,0.625815222,1,0.268116348,0.368583921,0.145715795,0.149459279,0.516554785,0.157260898,0.417446431,0.496779679,0.3116932,0.352742137,0.388283235,0.485015153,0.136986696,0.45479946,0.344016588,0.264314108,0.355969988,0.426491773,0.374330983,0.747294936,0.200072074,0.510464283,0.452648318,0.298432979,0.400603835,0.842226802
S62259,0.863950272,0.65525562,0.630307745,0.667948195,0.840864427,0.81451557,0.919271725,0.90923027,0.001262346,0.614748993,0.682265451,0.709126766,0.816900852,0.871958347,0.853296078,0.917698917,0.807564461,0.886519467,0.785617691,0.834804003,0.685430586,0.801583883,0.742089433,0.756542267,0.672030432,0.080307405,0.955424305,0.520522183,0.725858602,0.878423534,0.292623438,0.934063313,0.826519165,0.875347075,0.775865776,0.936716591,0.588644832,0.9201602,0.724095618,0.71682739,0.775162382,0.695218527,0.867230652,0.816299044,0.840838229,0.77478811,0.497564223,0.542875767,0.17206746,0.455206226,0.77775594,0.705989634,0.820189345,0.618407654,0.791549286,0.62103628,0.97217814,0.525657726,0.943318866,0.640731523,0.068024407,0.677126226,0.236415501,0.760123977,0.840266209,0.857882614,0.847888574,0.091860284,0.80860628,0.79857194,0.861397232,0.760640008,0.698662398,0.268116348,1,0.699326665,0.562922456,0.871396041,0.803280429,0.880748039,-0.061127309,0.867456615,0.867124645,0.86784177,0.79601239,0.794491637,0.357156843,0.70285659,0.955197942,0.886566031,0.947137277,0.753613097,0.812340995,0.39501783,0.882770095,0.800882847,0.778463451,0.972594085,0.795764265,0.259849874
S62381,0.740548531,0.593397577,0.300187456,0.772283438,0.836623635,0.760889803,0.748002464,0.781250456,0.264096477,0.764493018,0.418440201,0.690992593,0.635839776,0.800262294,0.7472612,0.75124288,0.750866049,0.709344036,0.761744133,0.593572128,0.768653423,0.811887215,0.755305756,0.807189537,0.748322996,0.224552802,0.687475352,0.448620755,0.485722405,0.740869581,0.609337396,0.710918645,0.782382912,0.815833301,0.781512517,0.762378622,0.368023492,0.697646049,0.743517479,0.724945836,0.733687237,0.671332111,0.808657686,0.738046838,0.82308862,0.731840233,0.666444002,0.578841835,0.452921208,0.455792225,0.809097886,0.568134799,0.754296218,0.672639213,0.60297546,0.674146593,0.766595548,0.307907212,0.829770099,0.670119217,0.186390268,0.750283298,0.351874105,0.616776111,0.699443356,0.706771708,0.780840854,0.139432259,0.678244119,0.668407878,0.67549096,0.746473979,0.626111199,0.368583921,0.699326665,1,0.661123853,0.802855098,0.597768012,0.74949947,0.19309097,0.796404464,0.798304023,0.841582723,0.711279666,0.85969557,0.65357482,0.706342476,0.740146847,0.658019245,0.784667654,0.786918833,0.74752903,0.422134827,0.78865705,0.744796057,0.718682279,0.721082807,0.77677637,0.497191734
S62560,0.467494117,0.33158965,-0.01279428,0.749446521,0.741201065,0.635177055,0.522987387,0.757403623,0.016643317,0.769253451,0.43094241,0.684973714,0.331295227,0.601831999,0.65269747,0.495963945,0.446680517,0.550469006,0.785960497,0.289026472,0.768872545,0.572810991,0.478652374,0.802375933,0.41687893,-0.041026675,0.486364675,-0.025195926,0.385847865,0.673123144,0.629004547,0.521160422,0.770541754,0.607701628,0.493222643,0.599615447,0.127528173,0.639576752,0.318185443,0.741387481,0.777560664,0.388683706,0.631494747,0.50116129,0.536452532,0.478376504,0.389428259,0.176367091,0.427591273,0.014415313,0.81842385,0.785664515,0.783818761,0.235394288,0.438443937,0.536828767,0.59689978,0.496526572,0.59866455,0.195741704,0.030954121,0.668651208,0.311366878,0.421016992,0.700037631,0.551422854,0.717421302,-0.03970832,0.433224204,0.239358696,0.421691515,0.733259039,0.384705903,0.145715795,0.562922456,0.661123853,1,0.728836316,0.427239482,0.763226102,0.247454054,0.535635806,0.677350483,0.695228129,0.349153815,0.676877904,0.77012106,0.316845343,0.497492282,0.364189927,0.640963136,0.79192414,0.777437437,0.087995583,0.739301032,0.447165456,0.571784907,0.58338623,0.398284185,0.210548279
S62584,0.777559538,0.514223,0.400133272,0.785389278,0.881028695,0.785071446,0.879927105,0.907944117,-0.000500926,0.734739097,0.588222258,0.764785434,0.631146489,0.846487551,0.81444763,0.878047497,0.792114847,0.746811833,0.784321756,0.593965988,0.807782919,0.822027856,0.691280651,0.874259146,0.602401307,-0.055004116,0.795706129,0.304795318,0.573934443,0.889853086,0.375444957,0.829496198,0.865867898,0.910517261,0.726852147,0.9161174,0.360460128,0.875455938,0.606236512,0.848086273,0.875409906,0.585857319,0.822609751,0.700512418,0.824027925,0.70737123,0.532980763,0.38244388,0.243225725,0.329845796,0.89053155,0.775940725,0.919410559,0.523871175,0.630567965,0.612910083,0.888725786,0.438979394,0.877064469,0.587306766,0.051296356,0.840272532,0.367457428,0.665297386,0.881482974,0.784770682,0.835886269,-0.092265742,0.722634225,0.626279963,0.748356764,0.835668385,0.568138875,0.149459279,0.871396041,0.802855098,0.728836316,1,0.611863905,0.95342889,-0.075535254,0.803813334,0.88191607,0.910112082,0.672172969,0.841800478,0.55296815,0.615617857,0.841318182,0.712365662,0.908928237,0.846683803,0.784215309,0.269517068,0.948260004,0.682349378,0.765170574,0.866561992,0.764379998,0.22357558
S62525,0.79639061,0.682208504,0.549034856,0.617575644,0.742419882,0.683894209,0.707830635,0.751512752,0.221338514,0.522446117,0.545027882,0.573388222,0.800547526,0.778857221,0.76924019,0.727003986,0.673128645,0.833080092,0.693689819,0.842188193,0.551893218,0.670096008,0.796834068,0.618360867,0.765750637,0.314941585,0.867813235,0.731258813,0.696943735,0.729232708,0.449532002,0.772654696,0.661714123,0.715824995,0.782434196,0.730785201,0.664587862,0.730189226,0.793065981,0.540376144,0.580770598,0.812117067,0.833035384,0.820831206,0.730656721,0.755102955,0.498686238,0.59060334,0.306016826,0.539364513,0.644032642,0.498532197,0.612419855,0.705083416,0.77225142,0.577641649,0.813820172,0.508480673,0.807899765,0.66302621,0.134994374,0.42671049,0.111340409,0.759492208,0.665276006,0.782328627,0.783986563,0.411007379,0.726598713,0.801756808,0.784480781,0.581733869,0.754290689,0.516554785,0.803280429,0.597768012,0.427239482,0.611863905,1,0.612002566,0.132470902,0.82497881,0.732976907,0.744835204,0.820158034,0.720432091,0.301452209,0.708268547,0.821045979,0.819700094,0.783638413,0.657294187,0.745073256,0.619137845,0.630457912,0.83660437,0.696698687,0.814264097,0.749305553,0.498912535
S62435,0.758263527,0.532250623,0.3622949,0.72857894,0.861622071,0.824951204,0.864273735,0.934755936,-0.045578184,0.739182726,0.593119718,0.766173738,0.605875031,0.830839069,0.829847819,0.850037308,0.735550259,0.783796966,0.820117746,0.611281433,0.809684569,0.80134225,0.663707985,0.867720845,0.569001698,-0.061025436,0.800969005,0.233985746,0.62308882,0.866279338,0.354970966,0.845859703,0.872970449,0.852267719,0.692916685,0.906407809,0.353673724,0.887581382,0.550353209,0.828165645,0.878611158,0.57288041,0.805481234,0.71414332,0.796293489,0.691317282,0.47247009,0.369748462,0.230806583,0.254095876,0.883781524,0.796686576,0.908720077,0.44709574,0.642517921,0.615029521,0.899184519,0.461196399,0.85407625,0.515823696,-0.002661214,0.828644561,0.347513088,0.646692829,0.871812892,0.794999483,0.837307628,-0.075829065,0.698902645,0.58600471,0.693064127,0.823670508,0.569442802,0.157260898,0.880748039,0.74949947,0.763226102,0.95342889,0.612002566,1,-0.074203955,0.761678421,0.868409857,0.865726862,0.627551494,0.823506032,0.562640952,0.577381842,0.830989016,0.701985392,0.902518017,0.830972929,0.809408576,0.241120975,0.951067652,0.654323555,0.770810265,0.888092685,0.684070705,0.185829713
S62351,0.073879202,0.251051244,-0.217426641,0.174905062,0.091632508,0.085691494,-0.052492687,0.009686999,0.573211836,0.300213484,-0.081644165,0.147174586,0.03444047,0.07212353,0.098108766,-0.041505302,0.002398362,0.100139179,0.105928525,0.068056384,0.095498394,0.136150948,0.137955777,0.041441437,0.203850683,0.37031314,-0.048434816,0.186796224,0.001373364,-0.021007461,0.510788515,-0.022769833,0.059792895,-0.004743019,0.083534544,-0.040186186,0.027222903,-0.00800301,0.144715825,-0.078744956,-0.058317242,0.118931417,0.054919725,0.089063879,0.061763097,0.154126862,0.282419504,0.135508383,0.531744431,0.084107151,0.060743766,0.019630298,-0.069295233,0.11746082,-0.002300403,0.127389398,-0.006997791,0.11209703,0.042209622,-0.009309882,0.046407974,-0.021477227,0.238836192,0.138281185,-0.101826088,0.011628407,0.056884036,0.527764369,-0.018242377,0.073023604,-0.01720922,0.095849797,0.165183817,0.417446431,-0.061127309,0.19309097,0.247454054,-0.075535254,0.132470902,-0.074203955,1,0.045025198,0.051404733,-0.007817382,0.048145975,0.094919104,0.33132964,0.121707562,-0.010746091,-0.026464413,-0.041853948,0.080064003,0.149194291,0.151819483,-0.048515157,0.135933349,0.102894493,-0.048386136,0.036773157,0.479341761
S62476,0.891353137,0.679971444,0.576022788,0.754659953,0.863979748,0.792368125,0.857894317,0.860810308,0.177280073,0.651308341,0.573380766,0.712419998,0.809724262,0.866513457,0.843633876,0.855116611,0.872333101,0.823936054,0.780890733,0.816439421,0.709373009,0.85354294,0.884128972,0.784500648,0.850586494,0.250584677,0.910906206,0.669044077,0.644017153,0.856764083,0.473533561,0.839663298,0.759283576,0.89378729,0.917476027,0.8784075,0.602018879,0.804083246,0.898214048,0.651004432,0.699674265,0.820936031,0.949659058,0.873952746,0.877340929,0.818312719,0.6796337,0.658961543,0.319890234,0.582409099,0.796363367,0.608622629,0.739509205,0.798015898,0.701254618,0.63278289,0.897793564,0.438432163,0.932315281,0.755597671,0.191577454,0.637417906,0.358643872,0.753123352,0.752986037,0.83643836,0.860269841,0.243369338,0.823407091,0.894218457,0.864185587,0.763975296,0.728242152,0.496779679,0.867456615,0.796404464,0.535635806,0.803813334,0.82497881,0.761678421,0.045025198,1,0.862357079,0.870987497,0.868794973,0.86522243,0.401097351,0.787297977,0.885382818,0.833464224,0.890773198,0.828421293,0.809544631,0.580743581,0.794949431,0.918873559,0.852185565,0.868632092,0.890110531,0.495743853
S62429,0.874982106,0.632702647,0.484704422,0.814937377,0.917804645,0.867607806,0.865031577,0.925455833,0.174967505,0.728912637,0.601249875,0.733285613,0.79264596,0.885433063,0.819517856,0.896494906,0.79754618,0.853805399,0.837273854,0.722718371,0.78003405,0.900902411,0.792220268,0.829685975,0.772664253,0.092262253,0.856894224,0.483795785,0.612380959,0.871710654,0.488679707,0.859610308,0.821939389,0.911082106,0.827945223,0.907766462,0.526954955,0.821375507,0.769675521,0.762608432,0.779594696,0.749015356,0.872155554,0.80118067,0.885448542,0.837073661,0.609105688,0.484547982,0.34244523,0.51116806,0.858217886,0.660949967,0.827124317,0.665677309,0.679300336,0.631586505,0.890841872,0.407069498,0.912711032,0.737770621,0.152464372,0.747501818,0.377198988,0.743184805,0.812571832,0.828408397,0.899368027,0.138048888,0.761505211,0.743545103,0.820863295,0.831394629,0.701833095,0.3116932,0.867124645,0.798304023,0.677350483,0.88191607,0.732976907,0.868409857,0.051404733,0.862357079,1,0.894029951,0.838707069,0.889993726,0.497305957,0.710862096,0.894997482,0.847764927,0.903348464,0.844383037,0.864470388,0.445200715,0.88825453,0.852404237,0.868569913,0.886446799,0.845414086,0.381442363
S62277,0.819322824,0.656268839,0.397393256,0.848287136,0.930113392,0.791393666,0.838966781,0.921898088,0.136481823,0.72846502,0.514667742,0.703504878,0.715338709,0.907856435,0.844794025,0.861032087,0.765354958,0.813154176,0.844675682,0.698200938,0.832317252,0.81426928,0.825628732,0.906730065,0.777521778,0.050214675,0.86523745,0.459434473,0.672064883,0.883612551,0.494009318,0.833814295,0.898555282,0.886581674,0.850674789,0.876723714,0.423958394,0.854319315,0.730440412,0.867908977,0.898258019,0.759180867,0.924376805,0.844609348,0.875131902,0.7631408,0.613981581,0.525604489,0.25338505,0.419519449,0.917015409,0.710889337,0.911473061,0.69439849,0.793113659,0.738552038,0.894592589,0.476217586,0.908752233,0.680186078,0.032442652,0.743936195,0.227634578,0.742624569,0.91224711,0.798050822,0.919709676,0.077817405,0.767574544,0.716411089,0.773679259,0.754573567,0.752802149,0.352742137,0.86784177,0.841582723,0.695228129,0.910112082,0.744835204,0.865726862,-0.007817382,0.870987497,0.894029951,1,0.791198761,0.915889217,0.501848334,0.735492627,0.875838806,0.776657921,0.934233389,0.900824396,0.841878734,0.501419244,0.901828867,0.787794949,0.785337479,0.887061255,0.834002039,0.421567206
S62541,0.895932602,0.662695323,0.660123002,0.692845172,0.7668989,0.767738012,0.797276057,0.763535281,0.294421796,0.480890607,0.565596382,0.539985851,0.920876419,0.802707516,0.699615649,0.851236337,0.782553992,0.829401753,0.701770771,0.836890483,0.526086096,0.829066607,0.795025853,0.595419738,0.82713424,0.275373639,0.856551473,0.790443421,0.529714064,0.771273849,0.44843523,0.84091882,0.621837122,0.832989684,0.843118959,0.797079322,0.717144515,0.699129081,0.903304249,0.555361649,0.527723527,0.847563921,0.829593285,0.820000614,0.825541306,0.861813756,0.586730424,0.639554683,0.340252001,0.734749419,0.626546892,0.386936632,0.600393538,0.820214128,0.71074732,0.539197298,0.826575581,0.248100566,0.87216561,0.886880731,0.306278314,0.495935524,0.209069874,0.794098973,0.639116831,0.833424923,0.787276546,0.332399791,0.753025122,0.870611176,0.885228635,0.66648702,0.746643861,0.388283235,0.79601239,0.711279666,0.349153815,0.672172969,0.820158034,0.627551494,0.048145975,0.868794973,0.838707069,0.791198761,1,0.777501656,0.257855263,0.848352906,0.861281472,0.927044491,0.795917659,0.651322235,0.71491733,0.611666905,0.678219156,0.911239589,0.757742136,0.822847792,0.918546398,0.468225064
S62505,0.818773861,0.701523504,0.316450144,0.800058877,0.960296043,0.844690314,0.793400206,0.927797059,0.217410063,0.81083705,0.370181362,0.704785919,0.655346248,0.936437138,0.875250378,0.813458244,0.732678196,0.813717291,0.849547468,0.722728568,0.913444055,0.875732634,0.88906237,0.93316355,0.86768366,0.15276092,0.826314766,0.447614499,0.700643357,0.814829304,0.547571163,0.786715818,0.899658529,0.827283669,0.916070937,0.827146331,0.395231815,0.790324014,0.792899821,0.779362779,0.84423349,0.834236018,0.931568048,0.867764476,0.948101944,0.801767897,0.710306965,0.58894061,0.365674558,0.400723358,0.932898284,0.610517114,0.84647977,0.759020444,0.752295708,0.774816417,0.865396885,0.464254441,0.903277311,0.697249766,-0.024808375,0.774970626,0.277728025,0.69117358,0.813004543,0.762125852,0.941464629,0.193488607,0.746904388,0.736151436,0.717828673,0.742073658,0.790087269,0.485015153,0.794491637,0.85969557,0.676877904,0.841800478,0.720432091,0.823506032,0.094919104,0.86522243,0.889993726,0.915889217,0.777501656,1,0.558029544,0.729396481,0.847870062,0.727841958,0.901435367,0.921917639,0.885216498,0.591025213,0.863705463,0.824185852,0.848929929,0.837618955,0.811300988,0.57121755
